HIP,HR,Name,RAh,Dec,Vmag,B-V,SourceCatalog,SourceId,TYC
,,,0.066454,-4.309999,9.001,1.112,tyc2,TYC4666-00899-1,4666-00899-1
904,,,0.185846,-7.376199,9.001,0.473,hip2,HIP904,
,,,0.644094,40.437300,9.001,0.988,tyc2,TYC2788-01857-1,2788-01857-1
,,,1.159297,36.561817,9.001,0.375,tyc2,TYC2290-00180-1,2290-00180-1
,,,1.222414,58.667864,9.001,1.785,tyc2,TYC3681-01114-1,3681-01114-1
,,,1.959639,32.035603,9.001,0.558,tyc2,TYC2312-00793-1,2312-00793-1
,,,2.316513,0.064503,9.001,0.480,tyc2,TYC0038-00887-1,0038-00887-1
,,,2.347761,52.780873,9.001,-0.008,tyc2,TYC3686-02512-1,3686-02512-1
,,,3.159733,-19.030121,9.001,1.312,tyc2,TYC5868-01066-1,5868-01066-1
,,,3.372821,-9.179025,9.001,0.877,tyc2,TYC5295-00471-1,5295-00471-1
,,,3.591639,31.227074,9.001,0.567,tyc2,TYC2342-00278-1,2342-00278-1
,,,3.790881,-2.300903,9.001,0.436,tyc2,TYC4717-00909-1,4717-00909-1
,,,4.035176,30.868858,9.001,0.688,tyc2,TYC2357-00556-1,2357-00556-1
,,,4.105194,-11.910493,9.001,0.389,tyc2,TYC5315-00350-1,5315-00350-1
,,,4.187198,40.593048,9.001,0.201,tyc2,TYC2882-01607-1,2882-01607-1
,,,4.317090,12.267399,9.001,1.076,tyc2,TYC0675-00385-1,0675-00385-1
,,,4.353846,48.753392,9.001,0.784,tyc2,TYC3337-00050-1,3337-00050-1
,,,4.458228,-36.772794,9.001,1.087,tyc2,TYC7044-01329-1,7044-01329-1
,,,4.981682,41.032763,9.001,0.012,tyc2,TYC2898-02523-1,2898-02523-1
,,,5.015895,9.215519,9.001,0.524,tyc2,TYC0685-00309-1,0685-00309-1
,,,5.195376,-32.336357,9.001,0.292,tyc2,TYC7047-00386-1,7047-00386-1
,,,5.327694,0.836488,9.001,0.104,tyc2,TYC0100-00769-1,0100-00769-1
,,,5.710383,44.149387,9.001,1.169,tyc2,TYC2923-01727-1,2923-01727-1
,,,5.759385,-59.829314,9.001,1.267,tyc2,TYC8531-01125-1,8531-01125-1
,,,5.815010,21.021034,9.001,0.043,tyc2,TYC1311-02713-1,1311-02713-1
,,,5.843274,47.130727,9.001,1.527,tyc2,TYC3365-00861-1,3365-00861-1
,,,5.888950,-51.052983,9.001,1.097,tyc2,TYC8100-00910-1,8100-00910-1
,,,5.977084,4.492662,9.001,0.182,tyc2,TYC0125-00594-1,0125-00594-1
,,,6.321519,-0.295053,9.001,0.498,tyc2,TYC4784-01232-1,4784-01232-1
,,,6.338027,27.623677,9.001,0.026,tyc2,TYC1886-01900-1,1886-01900-1
,,,6.380906,54.076781,9.001,1.142,tyc2,TYC3764-00292-1,3764-00292-1
,,,6.801736,-28.452946,9.001,1.105,tyc2,TYC6533-02617-1,6533-02617-1
33103,,,6.894882,39.775514,9.001,0.465,hip2,HIP33103,
,,,7.070737,36.806962,9.001,0.130,tyc2,TYC2450-01201-1,2450-01201-1
,,,7.077638,-6.850197,9.001,-0.012,tyc2,TYC4826-01237-1,4826-01237-1
,,,7.285951,-8.245772,9.001,0.733,tyc2,TYC5395-03317-1,5395-03317-1
,,,7.980368,-10.942694,9.001,0.152,tyc2,TYC5416-03105-1,5416-03105-1
,,,8.137540,-42.029849,9.001,-0.088,tyc2,TYC7667-01974-1,7667-01974-1
,,,8.426833,-25.838953,9.001,0.321,tyc2,TYC6573-02007-1,6573-02007-1
,,,8.593217,-10.788906,9.001,0.099,tyc2,TYC5433-00200-1,5433-00200-1
,,,8.624453,56.663252,9.001,0.525,tyc2,TYC3801-00626-1,3801-00626-1
,,,8.748960,-2.301394,9.001,1.571,tyc2,TYC4867-00056-1,4867-00056-1
,,,8.755879,-37.664171,9.001,0.329,tyc2,TYC7675-00085-1,7675-00085-1
,,,8.801235,-3.184351,9.001,0.405,tyc2,TYC4868-01076-1,4868-01076-1
,,,9.048922,-73.294980,9.001,0.195,tyc2,TYC9207-00095-1,9207-00095-1
,,,9.139760,3.169905,9.001,0.467,tyc2,TYC0229-02306-1,0229-02306-1
,,,10.186040,-50.999437,9.001,1.805,tyc2,TYC8195-01014-1,8195-01014-1
50524,,,10.319651,20.563404,9.001,1.015,hip2,HIP50524,
,,,10.501393,-62.140483,9.001,1.518,tyc2,TYC8960-00216-1,8960-00216-1
,,,10.881527,-27.387764,9.001,0.330,tyc2,TYC6642-00178-1,6642-00178-1
,,,10.890981,-61.660235,9.001,1.052,tyc2,TYC8958-01343-1,8958-01343-1
,,,11.124806,-34.146067,9.001,0.949,tyc2,TYC7209-01784-1,7209-01784-1
56259,,,11.532077,58.430813,9.001,0.604,hip2,HIP56259,
,,,11.641072,77.465139,9.001,0.432,tyc2,TYC4550-00538-1,4550-00538-1
,,,12.613668,-54.109008,9.001,1.211,tyc2,TYC8646-00169-1,8646-00169-1
,,,12.732113,-1.972901,9.001,0.575,tyc2,TYC4949-00318-1,4949-00318-1
,,,12.793064,56.994167,9.001,1.042,tyc2,TYC3845-01001-1,3845-01001-1
,,,13.198042,-69.537756,9.001,1.294,tyc2,TYC9245-00612-1,9245-00612-1
,,,13.203577,-32.453048,9.001,0.931,tyc2,TYC7267-01761-1,7267-01761-1
,,,13.287779,-33.393430,9.001,1.513,tyc2,TYC7267-01696-1,7267-01696-1
,,,13.538432,-32.962605,9.001,1.226,tyc2,TYC7269-01591-1,7269-01591-1
,,,14.009784,-47.137915,9.001,1.054,tyc2,TYC8267-00601-1,8267-00601-1
,,,14.061209,-40.050360,9.001,0.080,tyc2,TYC7807-02086-1,7807-02086-1
72775,,,14.876648,0.506830,9.001,0.514,hip2,HIP72775,
,,,14.912912,45.607970,9.001,1.261,tyc2,TYC3474-01171-1,3474-01171-1
,,,14.998113,64.907914,9.001,0.842,tyc2,TYC4183-00831-1,4183-00831-1
,,,15.106850,-47.006865,9.001,0.473,tyc2,TYC8297-01402-1,8297-01402-1
,,,15.736401,-49.220184,9.001,0.118,tyc2,TYC8304-00799-1,8304-00799-1
,,,15.810707,-19.216096,9.001,1.163,tyc2,TYC6194-00044-1,6194-00044-1
,,,15.812929,-21.218949,9.001,1.442,tyc2,TYC6198-00467-1,6198-00467-1
,,,15.953537,-39.079404,9.001,1.309,tyc2,TYC7838-00067-1,7838-00067-1
,,,15.990172,40.150484,9.001,1.034,tyc2,TYC3057-00951-1,3057-00951-1
,,,16.435908,-39.343537,9.001,0.479,tyc2,TYC7853-00365-1,7853-00365-1
,,,16.767212,-31.503151,9.001,1.375,tyc2,TYC7346-01167-1,7346-01167-1
,,,16.788364,-66.880353,9.001,0.964,tyc2,TYC9050-02442-1,9050-02442-1
,,,16.827637,-74.792947,9.001,-0.055,tyc2,TYC9287-02192-1,9287-02192-1
,,,17.102108,20.544200,9.001,0.198,tyc2,TYC1543-00453-1,1543-00453-1
,,,17.436182,-48.735100,9.001,1.340,tyc2,TYC8345-01940-1,8345-01940-1
,,,17.727184,-3.214255,9.001,1.079,tyc2,TYC5085-00133-1,5085-00133-1
,,,18.037923,-42.236563,9.001,0.020,tyc2,TYC7907-01159-1,7907-01159-1
,,,18.271886,19.510546,9.001,0.972,tyc2,TYC1576-00824-1,1576-00824-1
,,,18.290839,5.172668,9.001,0.335,tyc2,TYC0440-02732-1,0440-02732-1
,,,18.527274,66.619036,9.001,0.430,tyc2,TYC4226-01657-1,4226-01657-1
,,,18.612216,11.823196,9.001,1.576,tyc2,TYC1032-01310-1,1032-01310-1
,,,18.939552,9.665261,9.001,1.070,tyc2,TYC1043-00800-1,1043-00800-1
,,,19.060106,63.362253,9.001,1.094,tyc2,TYC4220-00740-1,4220-00740-1
,,,19.099466,-35.596609,9.001,0.209,tyc2,TYC7418-01275-1,7418-01275-1
,,,19.218981,49.164659,9.001,0.172,tyc2,TYC3550-00226-1,3550-00226-1
,,,19.309754,53.073648,9.001,1.118,tyc2,TYC3920-00960-1,3920-00960-1
,,,19.392364,35.951219,9.001,0.962,tyc2,TYC2666-01883-1,2666-01883-1
,,,19.404578,-41.305989,9.001,1.593,tyc2,TYC7939-00871-1,7939-00871-1
,,,19.417931,4.592557,9.001,0.420,tyc2,TYC0473-00774-1,0473-00774-1
,,,19.538653,-9.982155,9.001,1.531,tyc2,TYC5727-01353-1,5727-01353-1
,,,19.702485,30.176698,9.001,0.013,tyc2,TYC2656-03252-1,2656-03252-1
,,,19.778619,29.456934,9.001,0.896,tyc2,TYC2151-02943-1,2151-02943-1
,,,19.906283,36.954473,9.001,0.060,tyc2,TYC2681-00091-1,2681-00091-1
,,,20.107124,-38.488468,9.001,0.505,tyc2,TYC7947-00591-1,7947-00591-1
,,,20.149276,-48.547832,9.001,1.269,tyc2,TYC8396-00410-1,8396-00410-1
,,,20.262047,22.351159,9.001,0.421,tyc2,TYC1630-00087-1,1630-00087-1
,,,20.622181,11.857619,9.001,1.032,tyc2,TYC1096-01275-1,1096-01275-1
,,,20.747815,42.706517,9.001,0.184,tyc2,TYC3174-00622-1,3174-00622-1
,,,20.784323,25.413693,9.001,0.672,tyc2,TYC2174-01913-1,2174-01913-1
,,,21.053123,7.909932,9.001,0.360,tyc2,TYC1103-01295-1,1103-01295-1
,,,21.434816,12.537431,9.001,0.962,tyc2,TYC1114-01195-1,1114-01195-1
,,,21.476656,-52.259675,9.001,1.312,tyc2,TYC8435-00917-1,8435-00917-1
,,,21.648483,-8.386512,9.001,0.216,tyc2,TYC5787-00843-1,5787-00843-1
,,,21.716108,-2.843024,9.001,0.540,tyc2,TYC5213-00502-1,5213-00502-1
,,,21.934287,43.322728,9.001,0.055,tyc2,TYC3197-02503-1,3197-02503-1
,,,22.452955,24.294736,9.001,1.138,tyc2,TYC2218-02054-1,2218-02054-1
112090,,,22.703684,-39.084158,9.001,1.249,hip2,HIP112090,
,,,22.742091,4.870013,9.001,0.723,tyc2,TYC0571-00956-1,0571-00956-1
,,,22.796106,-57.125350,9.001,0.386,tyc2,TYC8826-00275-1,8826-00275-1
112680,,,22.817930,27.357992,9.001,1.369,tyc2,TYC2229-01480-1,2229-01480-1
,,,22.840388,77.062418,9.001,0.257,tyc2,TYC4605-01617-1,4605-01617-1
,,,23.186348,81.353253,9.001,0.273,tyc2,TYC4613-01176-1,4613-01176-1
,,,23.224731,49.242324,9.001,0.133,tyc2,TYC3631-02046-1,3631-02046-1
,,,23.262717,-11.043334,9.001,0.466,tyc2,TYC5824-01267-1,5824-01267-1
,,,23.888367,56.647675,9.001,0.048,tyc2,TYC4009-02176-1,4009-02176-1
,,,23.916342,21.702098,9.001,1.424,tyc2,TYC1728-00377-1,1728-00377-1
,,,23.964790,57.388635,9.001,0.026,tyc2,TYC4009-02608-1,4009-02608-1
11091,,,2.380667,-32.335905,9.001,0.972,hip2,HIP11091,
21870,,,4.702412,-1.664928,9.001,0.264,hip2,HIP21870,
29768,,,6.268448,-54.678185,9.001,0.467,hip2,HIP29768,
62664,,,12.839968,-1.825040,9.001,1.522,hip2,HIP62664,
65554,,,13.440401,-49.699366,9.001,0.990,hip2,HIP65554,
74865,,,15.298924,-30.478105,9.001,0.510,hip2,HIP74865,
89390,,,18.241371,33.837139,9.001,0.798,hip2,HIP89390,
104407,,,21.151163,45.986788,9.001,0.495,hip2,HIP104407,
114636,,,23.222775,-42.784460,9.001,1.008,hip2,HIP114636,
55860,,,11.449296,-44.350402,9.001,1.307,hip2,HIP55860,
76562,,,15.636662,-14.101129,9.001,0.358,hip2,HIP76562,
6332,,,1.354973,6.970806,9.001,0.986,hip2,HIP6332,
14271,,,3.066574,-40.106529,9.001,0.543,hip2,HIP14271,
18086,,,3.866212,-25.586853,9.001,0.264,hip2,HIP18086,
18904,,,4.052268,50.604858,9.001,0.210,hip2,HIP18904,
4798,,,1.026352,55.212883,9.002,0.836,hip2,HIP4798,
25767,,,5.502434,6.959424,9.002,0.256,hip2,HIP25767,
45100,,,9.188005,79.837686,9.002,1.372,hip2,HIP45100,
47385,,,9.653980,-48.105863,9.002,0.397,hip2,HIP47385,
34423,,,7.135951,-9.968771,9.002,0.952,hip2,HIP34423,
4635,,,0.991221,72.813890,9.002,0.218,hip2,HIP4635,
15545,,,3.338396,-45.828327,9.002,0.509,hip2,HIP15545,
16915,,,3.628614,48.117369,9.002,0.500,hip2,HIP16915,
19522,,,4.182556,57.144211,9.002,0.636,hip2,HIP19522,
30704,,,6.451310,-69.286318,9.002,1.100,hip2,HIP30704,
36905,,,7.587800,-57.580901,9.002,1.258,hip2,HIP36905,
62171,,,12.740730,-54.346675,9.002,0.445,hip2,HIP62171,
66277,,,13.583947,30.144475,9.002,0.471,hip2,HIP66277,
80869,,,16.513260,-10.798261,9.002,0.354,hip2,HIP80869,
83821,,,17.130578,-14.692312,9.002,1.080,hip2,HIP83821,
89994,,,18.362432,23.930541,9.002,0.526,hip2,HIP89994,
104936,,,21.256448,-33.019891,9.002,0.424,hip2,HIP104936,
107571,,,21.786668,23.854461,9.002,1.525,hip2,HIP107571,
13667,,,2.932576,-16.974125,9.002,1.210,hip2,HIP13667,
23830,,,5.123454,-4.217611,9.002,0.435,hip2,HIP23830,
38629,,,7.910126,-31.629282,9.002,1.013,hip2,HIP38629,
49151,,,10.031151,-2.271016,9.002,0.549,hip2,HIP49151,
66299,,,13.587744,-31.408584,9.002,0.504,hip2,HIP66299,
75493,,,15.421386,41.994313,9.002,1.236,hip2,HIP75493,
109635,,,22.209196,66.941928,9.002,0.054,hip2,HIP109635,
,,,0.036847,55.000031,9.002,0.664,tyc2,TYC3656-00802-1,3656-00802-1
,,,0.272695,26.106747,9.002,0.634,tyc2,TYC1733-02276-1,1733-02276-1
,,,0.424534,48.685653,9.002,0.354,tyc2,TYC3252-00375-1,3252-00375-1
,,,0.446400,57.281485,9.002,0.075,tyc2,TYC3662-00406-1,3662-00406-1
,,,1.044695,51.021475,9.002,0.853,tyc2,TYC3275-01784-1,3275-01784-1
,,,1.410829,80.300356,9.002,0.161,tyc2,TYC4502-00007-1,4502-00007-1
,,,2.434164,25.744020,9.002,0.492,tyc2,TYC1770-01213-1,1770-01213-1
,,,2.688746,2.224097,9.002,1.021,tyc2,TYC0047-00319-1,0047-00319-1
,,,3.128966,60.032870,9.002,0.417,tyc2,TYC4048-01693-1,4048-01693-1
,,,3.252243,7.101019,9.002,0.759,tyc2,TYC0062-00389-1,0062-00389-1
,,,3.473845,-26.343085,9.002,0.489,tyc2,TYC6449-00201-1,6449-00201-1
,,,3.642314,28.367285,9.002,1.334,tyc2,TYC1811-02011-1,1811-02011-1
,,,3.758623,-20.252071,9.002,1.112,tyc2,TYC5887-00428-1,5887-00428-1
18780,,,4.023636,32.268773,9.002,0.300,hip2,HIP18780,
,,,4.375422,-7.550856,9.002,0.281,tyc2,TYC5313-00293-1,5313-00293-1
,,,4.611827,19.493006,9.002,0.648,tyc2,TYC1274-01424-1,1274-01424-1
,,,4.830242,42.566731,9.002,0.549,tyc2,TYC2901-01107-1,2901-01107-1
,,,4.982579,-43.541800,9.002,0.404,tyc2,TYC7593-00343-1,7593-00343-1
,,,5.166885,-15.976002,9.002,0.225,tyc2,TYC5901-00442-1,5901-00442-1
24487,,,5.254180,23.830518,9.002,1.168,hip2,HIP24487,
,,,5.356220,-2.665769,9.002,1.273,tyc2,TYC4756-00423-1,4756-00423-1
,,,5.473165,40.826684,9.002,0.913,tyc2,TYC2913-00706-1,2913-00706-1
,,,5.522653,-42.718343,9.002,0.297,tyc2,TYC7604-00780-1,7604-00780-1
,,,5.773856,-0.762568,9.002,0.354,tyc2,TYC4768-00388-1,4768-00388-1
,,,5.841467,-2.080439,9.002,1.283,tyc2,TYC4772-00369-1,4772-00369-1
,,,6.025775,10.913256,9.002,0.239,tyc2,TYC0721-00217-1,0721-00217-1
,,,6.100368,-4.564315,9.002,-0.026,tyc2,TYC4790-00221-1,4790-00221-1
,,,6.137473,-31.362702,9.002,0.208,tyc2,TYC7071-00475-1,7071-00475-1
,,,6.170947,26.500771,9.002,1.040,tyc2,TYC1885-00061-1,1885-00061-1
,,,6.355303,-20.449187,9.002,0.000,tyc2,TYC5942-01937-1,5942-01937-1
,,,6.452385,-33.417783,9.002,0.362,tyc2,TYC7078-02031-1,7078-02031-1
,,,6.471551,10.347557,9.002,0.099,tyc2,TYC0736-00611-1,0736-00611-1
,,,6.583198,-8.867731,9.002,0.072,tyc2,TYC5365-00242-1,5365-00242-1
,,,6.622599,27.976102,9.002,0.505,tyc2,TYC1888-01715-1,1888-01715-1
,,,6.688501,-45.275287,9.002,0.247,tyc2,TYC8104-01503-1,8104-01503-1
,,,6.827179,1.930596,9.002,1.163,tyc2,TYC0152-01242-1,0152-01242-1
,,,6.912098,7.027962,9.002,0.167,tyc2,TYC0161-01600-1,0161-01600-1
,,,7.077175,6.307278,9.002,1.442,tyc2,TYC0174-01577-1,0174-01577-1
,,,7.184510,-21.407008,9.002,1.310,tyc2,TYC5976-01892-1,5976-01892-1
,,,7.400335,13.834267,9.002,0.084,tyc2,TYC0775-01221-1,0775-01221-1
,,,7.406365,-14.205018,9.002,0.968,tyc2,TYC5408-02762-1,5408-02762-1
,,,7.533364,-14.662578,9.002,0.236,tyc2,TYC5409-04231-1,5409-04231-1
,,,7.625697,3.177324,9.002,0.320,tyc2,TYC0183-02252-1,0183-02252-1
,,,7.709660,-12.193821,9.002,1.271,tyc2,TYC5418-00681-1,5418-00681-1
,,,7.811465,24.083563,9.002,0.365,tyc2,TYC1912-01436-1,1912-01436-1
,,,8.271603,13.168062,9.002,0.650,tyc2,TYC0806-01017-1,0806-01017-1
,,,8.440781,-50.026583,9.002,1.113,tyc2,TYC8158-01860-1,8158-01860-1
43441,,,8.847455,12.984817,9.002,1.522,hip2,HIP43441,
,,,9.040173,29.117651,9.002,1.268,tyc2,TYC1956-00822-1,1956-00822-1
,,,9.126582,-24.027263,9.002,0.190,tyc2,TYC6586-00577-1,6586-00577-1
,,,9.216880,-57.446963,9.002,0.258,tyc2,TYC8591-00006-1,8591-00006-1
,,,9.445629,12.507889,9.002,1.233,tyc2,TYC0826-00514-1,0826-00514-1
,,,9.483733,-39.849068,9.002,1.605,tyc2,TYC7695-02653-1,7695-02653-1
,,,9.998134,-58.656517,9.002,1.310,tyc2,TYC8610-02420-1,8610-02420-1
,,,10.655876,-61.003089,9.002,0.255,tyc2,TYC8957-00651-1,8957-00651-1
,,,10.672484,28.011479,9.002,1.181,tyc2,TYC1979-00700-1,1979-00700-1
,,,10.801147,-14.960581,9.002,1.081,tyc2,TYC5505-01303-1,5505-01303-1
,,,10.850216,-45.681131,9.002,0.966,tyc2,TYC8198-00118-1,8198-00118-1
,,,10.899541,-23.720698,9.002,1.319,tyc2,TYC6635-00013-1,6635-00013-1
,,,11.107242,-58.526834,9.002,-0.002,tyc2,TYC8627-01171-1,8627-01171-1
,,,11.161691,-67.018437,9.002,1.776,tyc2,TYC8971-00008-1,8971-00008-1
56041,,,11.485684,-53.347806,9.002,1.491,hip2,HIP56041,
,,,11.510532,-52.623896,9.002,1.983,tyc2,TYC8617-01007-1,8617-01007-1
,,,11.723172,-36.311852,9.002,0.273,tyc2,TYC7229-00602-1,7229-00602-1
,,,11.832505,-46.034383,9.002,0.481,tyc2,TYC8216-00686-1,8216-00686-1
,,,12.004093,-57.458892,9.002,0.388,tyc2,TYC8640-00584-1,8640-00584-1
,,,12.335384,-7.077309,9.002,1.435,tyc2,TYC4947-00292-1,4947-00292-1
,,,13.783081,-75.161279,9.002,1.269,tyc2,TYC9426-00435-1,9426-00435-1
67417,,,13.816672,-51.916466,9.002,1.190,hip2,HIP67417,
,,,14.609231,-59.291224,9.002,-0.005,tyc2,TYC8691-03059-1,8691-03059-1
71804,,,14.688061,-34.612940,9.002,1.217,hip2,HIP71804,
,,,15.258974,-52.524593,9.002,0.091,tyc2,TYC8694-00289-1,8694-00289-1
,,,15.406821,63.891026,9.002,0.381,tyc2,TYC4184-00530-1,4184-00530-1
,,,15.447540,1.891369,9.002,1.606,tyc2,TYC0341-00200-1,0341-00200-1
,,,16.402896,-54.791074,9.002,1.074,tyc2,TYC8715-01603-1,8715-01603-1
,,,16.477298,8.191515,9.002,0.398,tyc2,TYC0960-01426-1,0960-01426-1
,,,16.797369,-70.971974,9.002,1.374,tyc2,TYC9278-00140-1,9278-00140-1
,,,16.814227,-43.186155,9.002,2.048,tyc2,TYC7879-00264-1,7879-00264-1
,,,17.045350,29.819692,9.002,0.406,tyc2,TYC2072-00569-1,2072-00569-1
,,,17.073905,33.043097,9.002,0.445,tyc2,TYC2594-00747-1,2594-00747-1
,,,17.445376,-13.400979,9.002,0.577,tyc2,TYC5670-00500-1,5670-00500-1
,,,17.733472,-59.585857,9.002,1.192,tyc2,TYC8741-01452-1,8741-01452-1
,,,17.979402,-30.324094,9.002,0.230,tyc2,TYC7378-01757-1,7378-01757-1
,,,18.093943,64.031075,9.002,0.227,tyc2,TYC4209-00455-1,4209-00455-1
,,,18.191575,1.117679,9.002,0.380,tyc2,TYC0431-00668-1,0431-00668-1
,,,18.223997,52.494109,9.002,0.445,tyc2,TYC3537-00767-1,3537-00767-1
,,,18.274706,-28.305273,9.002,1.159,tyc2,TYC6855-01242-1,6855-01242-1
,,,18.339571,37.618811,9.002,1.167,tyc2,TYC3104-01354-1,3104-01354-1
,,,18.340154,20.376096,9.002,1.127,tyc2,TYC1576-01079-1,1576-01079-1
,,,18.500406,8.954949,9.002,0.519,tyc2,TYC1023-00684-1,1023-00684-1
,,,18.568780,-25.379988,9.002,0.071,tyc2,TYC6862-00304-1,6862-00304-1
,,,18.704121,1.239337,9.002,2.005,tyc2,TYC0447-00364-1,0447-00364-1
,,,18.706629,14.054301,9.002,0.413,tyc2,TYC1037-00962-1,1037-00962-1
,,,18.854721,-17.400849,9.002,0.109,tyc2,TYC6285-03248-1,6285-03248-1
,,,19.071485,20.789347,9.002,0.511,tyc2,TYC1598-01847-1,1598-01847-1
,,,19.266002,-16.622312,9.002,1.160,tyc2,TYC6296-00384-1,6296-00384-1
,,,19.617639,-41.998050,9.002,1.129,tyc2,TYC7940-01276-1,7940-01276-1
,,,19.686511,-20.358677,9.002,0.479,tyc2,TYC6307-02277-1,6307-02277-1
,,,19.704027,15.230312,9.002,0.111,tyc2,TYC1602-00438-1,1602-00438-1
,,,19.779374,-31.417741,9.002,1.174,tyc2,TYC7426-00485-1,7426-00485-1
,,,19.898210,35.929157,9.002,1.200,tyc2,TYC2681-00212-1,2681-00212-1
,,,20.103862,46.280008,9.002,1.179,tyc2,TYC3559-01703-1,3559-01703-1
,,,20.135672,37.007052,9.002,0.045,tyc2,TYC2683-00943-1,2683-00943-1
,,,20.270001,6.269817,9.002,0.452,tyc2,TYC0508-01966-1,0508-01966-1
,,,20.291640,45.636173,9.002,0.236,tyc2,TYC3572-02104-1,3572-02104-1
100178,,,20.319635,-56.337572,9.002,1.303,hip2,HIP100178,
,,,20.796598,14.444482,9.002,0.559,tyc2,TYC1101-01636-1,1101-01636-1
,,,20.870669,43.430187,9.002,1.555,tyc2,TYC3179-00344-1,3179-00344-1
,,,21.186648,40.425957,9.002,0.172,tyc2,TYC3173-02951-1,3173-02951-1
,,,21.216649,5.833453,9.002,0.904,tyc2,TYC0539-02137-1,0539-02137-1
,,,21.632008,27.201834,9.002,0.411,tyc2,TYC2197-01079-1,2197-01079-1
,,,21.949711,64.793845,9.002,0.128,tyc2,TYC4270-01683-1,4270-01683-1
,,,22.123378,28.441534,9.002,1.683,tyc2,TYC2216-01190-1,2216-01190-1
,,,22.427764,27.578934,9.002,1.585,tyc2,TYC2226-01047-1,2226-01047-1
,,,22.498771,56.800859,9.002,1.145,tyc2,TYC3991-00954-1,3991-00954-1
112485,,,22.784398,4.162472,9.002,0.476,hip2,HIP112485,
,,,22.821677,12.603309,9.002,1.261,tyc2,TYC1159-01845-1,1159-01845-1
,,,22.881078,32.531168,9.002,0.393,tyc2,TYC2753-00548-1,2753-00548-1
11481,,,2.468264,-57.651208,9.002,0.433,hip2,HIP11481,
13187,,,2.828366,53.927107,9.002,0.410,hip2,HIP13187,
51094,,,10.439286,25.743366,9.002,0.593,hip2,HIP51094,
61859,,,12.678065,-38.780142,9.002,1.373,hip2,HIP61859,
116337,,,23.573060,-80.098445,9.002,0.546,hip2,HIP116337,
23967,,,5.152065,9.155255,9.002,1.024,hip2,HIP23967,
64908,,,13.304227,-26.842172,9.002,0.554,hip2,HIP64908,
101001,,,20.477335,-52.401047,9.002,0.380,hip2,HIP101001,
36814,,,7.571369,53.588886,9.002,1.158,hip2,HIP36814,
64771,,,13.274316,46.224141,9.002,0.436,hip2,HIP64771,
67544,,,13.839959,26.288399,9.002,0.844,hip2,HIP67544,
93416,,,19.025896,-78.629724,9.002,1.100,hip2,HIP93416,
